$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	
$0.10	$0.20	$0.40	$1.00	$2.00	$4.00	$6.00	$10.00	28.51
$0.20	$0.40	$0.80	$2.00	$4.00	$8.00	$12.00	$20.00	28.57
$0.30	$0.60	$1.20	$3.00	$6.00	$12.00	$18.00	$30.00	33.33
$0.40	$0.80	$1.60	$4.00	$8.00	$16.00	$24.00	$40.00	200
$0.50	$1.00	$2.00	$5.00	$10.00	$20.00	$30.00	$50.00	28.36
$0.60	$1.20	$2.40	$6.00	$12.00	$24.00	$36.00	$60.00	33.33
$0.70	$1.40	$2.80	$7.00	$14.00	$28.00	$42.00	$70.00	100
$0.80	$1.60	$3.20	$8.00	$16.00	$32.00	$48.00	$80.00	200
$0.90	$1.80	$3.60	$9.00	$18.00	$36.00	$54.00	$90.00	200
$1.00	$2.00	$4.00	$10.00	$20.00	$40.00	$60.00	$100.00	66.66
$1.10	$2.20	$4.40	$11.00	$22.00	$44.00	$66.00	$110.00	399.84
$1.20	$2.40	$4.80	$12.00	$24.00	$48.00	$72.00	$120.00	400
$1.30	$2.60	$5.20	$13.00	$26.00	$52.00	$78.00	$130.00	400
$1.40	$2.80	$5.60	$14.00	$28.00	$56.00	$84.00	$140.00	400
$1.50	$3.00	$6.00	$15.00	$30.00	$60.00	$90.00	$150.00	199.98
$1.60	$3.20	$6.40	$16.00	$32.00	$64.00	$96.00	$160.00	2000
$1.70	$3.40	$6.80	$17.00	$34.00	$68.00	$102.00	$170.00	2000
$1.80	$3.60	$7.20	$18.00	$36.00	$72.00	$108.00	$180.00	2000
$1.90	$3.80	$7.60	$19.00	$38.00	$76.00	$114.00	$190.00	2000
$2.00	$4.00	$8.00	$20.00	$40.00	$80.00	$120.00	$200.00	2000
$2.10	$4.20	$8.40	$21.00	$42.00	$84.00	$126.00	$210.00	2000
$2.20	$4.40	$8.80	$22.00	$44.00	$88.00	$132.00	$220.00	2000
$2.30	$4.60	$9.20	$23.00	$46.00	$92.00	$138.00	$230.00	20000
$2.40	$4.80	$9.60	$24.00	$48.00	$96.00	$144.00	$240.00	20000
$2.50	$5.00	$10.00	$25.00	$50.00	$100.00	$150.00	$250.00	444.44
$2.60	$5.20	$10.40	$26.00	$52.00	$104.00	$156.00	$260.00	1818.18
$2.70	$5.40	$10.80	$27.00	$54.00	$108.00	$162.00	$270.00	1818.18
$2.80	$5.60	$11.20	$28.00	$56.00	$112.00	$168.00	$280.00	1818.18
$2.90	$5.80	$11.60	$29.00	$58.00	$116.00	$174.00	$290.00	10000
$3.00	$6.00	$12.00	$30.00	$60.00	$120.00	$180.00	$300.00	1379.31
$3.10	$6.20	$12.40	$31.00	$62.00	$124.00	$186.00	$310.00	5000
$3.20	$6.40	$12.80	$32.00	$64.00	$128.00	$192.00	$320.00	10000
$3.30	$6.60	$13.20	$33.00	$66.00	$132.00	$198.00	$330.00	13333.33
$3.40	$6.80	$13.60	$34.00	$68.00	$136.00	$204.00	$340.00	18181.82
$3.50	$7.00	$14.00	$35.00	$70.00	$140.00	$210.00	$350.00	1104.97
$3.60	$7.20	$14.40	$36.00	$72.00	$144.00	$216.00	$360.00	1818.18
$3.70	$7.40	$14.80	$37.00	$74.00	$148.00	$222.00	$370.00	3960.4
$3.80	$7.60	$15.20	$38.00	$76.00	$152.00	$228.00	$380.00	2222.22
$3.90	$7.80	$15.60	$39.00	$78.00	$156.00	$234.00	$390.00	15384.62
$4.00	$8.00	$16.00	$40.00	$80.00	$160.00	$240.00	$400.00	952.38
$4.10	$8.20	$16.40	$41.00	$82.00	$164.00	$246.00	$410.00	3333.33
$4.20	$8.40	$16.80	$42.00	$84.00	$168.00	$252.00	$420.00	3333.33
$4.30	$8.60	$17.20	$43.00	$86.00	$172.00	$258.00	$430.00	3333.33
$4.40	$8.80	$17.60	$44.00	$88.00	$176.00	$264.00	$440.00	13333.33
$4.50	$9.00	$18.00	$45.00	$90.00	$180.00	$270.00	$450.00	1250
$4.60	$9.20	$18.40	$46.00	$92.00	$184.00	$276.00	$460.00	4651.16
$4.70	$9.40	$18.80	$47.00	$94.00	$188.00	$282.00	$470.00	5633.8
$4.80	$9.60	$19.20	$48.00	$96.00	$192.00	$288.00	$480.00	6153.85
$4.90	$9.80	$19.60	$49.00	$98.00	$196.00	$294.00	$490.00	13793.1
$5.00	$10.00	$20.00	$50.00	$100.00	$200.00	$300.00	$500.00	571.43
$5.10	$10.20	$20.40	$51.00	$102.00	$204.00	$306.00	$510.00	4597.7
$5.20	$10.40	$20.80	$52.00	$104.00	$208.00	$312.00	$520.00	2777.78
$5.30	$10.60	$21.20	$53.00	$106.00	$212.00	$318.00	$530.00	1886.79
$5.40	$10.80	$21.60	$54.00	$108.00	$216.00	$324.00	$540.00	12500
$5.50	$11.00	$22.00	$55.00	$110.00	$220.00	$330.00	$550.00	12500
$5.60	$11.20	$22.40	$56.00	$112.00	$224.00	$336.00	$560.00	12500
$5.70	$11.40	$22.80	$57.00	$114.00	$228.00	$342.00	$570.00	12500
$5.80	$11.60	$23.20	$58.00	$116.00	$232.00	$348.00	$580.00	1886.79
$5.90	$11.80	$23.60	$59.00	$118.00	$236.00	$354.00	$590.00	33333.33
$6.00	$12.00	$24.00	$60.00	$120.00	$240.00	$360.00	$600.00	12500
$6.10	$12.20	$24.40	$61.00	$122.00	$244.00	$366.00	$610.00	9523.81
$6.20	$12.40	$24.80	$62.00	$124.00	$248.00	$372.00	$620.00	4761.9
$6.30	$12.60	$25.20	$63.00	$126.00	$252.00	$378.00	$630.00	6349.21
$6.40	$12.80	$25.60	$64.00	$128.00	$256.00	$384.00	$640.00	970.87
$6.50	$13.00	$26.00	$65.00	$130.00	$260.00	$390.00	$650.00	12500
$6.60	$13.20	$26.40	$66.00	$132.00	$264.00	$396.00	$660.00	12500
$6.70	$13.40	$26.80	$67.00	$134.00	$268.00	$402.00	$670.00	12500
$6.80	$13.60	$27.20	$68.00	$136.00	$272.00	$408.00	$680.00	12500
$6.90	$13.80	$27.60	$69.00	$138.00	$276.00	$414.00	$690.00	33333.33
$7.00	$14.00	$28.00	$70.00	$140.00	$280.00	$420.00	$700.00	9523.81
$7.10	$14.20	$28.40	$71.00	$142.00	$284.00	$426.00	$710.00	12500
$7.20	$14.40	$28.80	$72.00	$144.00	$288.00	$432.00	$720.00	33333.33
$7.30	$14.60	$29.20	$73.00	$146.00	$292.00	$438.00	$730.00	33333.33
$7.40	$14.80	$29.60	$74.00	$148.00	$296.00	$444.00	$740.00	33333.33
$7.50	$15.00	$30.00	$75.00	$150.00	$300.00	$450.00	$750.00	1250
$7.60	$15.20	$30.40	$76.00	$152.00	$304.00	$456.00	$760.00	7692.31
$7.70	$15.40	$30.80	$77.00	$154.00	$308.00	$462.00	$770.00	10526.32
$7.80	$15.60	$31.20	$78.00	$156.00	$312.00	$468.00	$780.00	938.53
$7.90	$15.80	$31.60	$79.00	$158.00	$316.00	$474.00	$790.00	8695.65
$8.00	$16.00	$32.00	$80.00	$160.00	$320.00	$480.00	$800.00	10526.32
$8.10	$16.20	$32.40	$81.00	$162.00	$324.00	$486.00	$810.00	10526.32
$8.20	$16.40	$32.80	$82.00	$164.00	$328.00	$492.00	$820.00	10526.32
$8.30	$16.60	$33.20	$83.00	$166.00	$332.00	$498.00	$830.00	10526.32
$8.40	$16.80	$33.60	$84.00	$168.00	$336.00	$504.00	$840.00	8695.65
$8.50	$17.00	$34.00	$85.00	$170.00	$340.00	$510.00	$850.00	10526.32
$8.60	$17.20	$34.40	$86.00	$172.00	$344.00	$516.00	$860.00	10526.32
$8.70	$17.40	$34.80	$87.00	$174.00	$348.00	$522.00	$870.00	15384.62
$8.80	$17.60	$35.20	$88.00	$176.00	$352.00	$528.00	$880.00	22222.22
$8.90	$17.80	$35.60	$89.00	$178.00	$356.00	$534.00	$890.00	22222.22
$9.00	$18.00	$36.00	$90.00	$180.00	$360.00	$540.00	$900.00	10526.32
$9.10	$18.20	$36.40	$91.00	$182.00	$364.00	$546.00	$910.00	10526.32
$9.20	$18.40	$36.80	$92.00	$184.00	$368.00	$552.00	$920.00	9523.81
$9.30	$18.60	$37.20	$93.00	$186.00	$372.00	$558.00	$930.00	18181.82
$9.40	$18.80	$37.60	$94.00	$188.00	$376.00	$564.00	$940.00	13333.33
$9.50	$19.00	$38.00	$95.00	$190.00	$380.00	$570.00	$950.00	13333.33
$9.60	$19.20	$38.40	$96.00	$192.00	$384.00	$576.00	$960.00	22222.22
$9.70	$19.40	$38.80	$97.00	$194.00	$388.00	$582.00	$970.00	22222.22
$9.80	$19.60	$39.20	$98.00	$196.00	$392.00	$588.00	$980.00	22222.22
$9.90	$19.80	$39.60	$99.00	$198.00	$396.00	$594.00	$990.00	18181.82
$10.00	$20.00	$40.00	$100.00	$200.00	$400.00	$600.00	$1,000.00	1574.8
$10.10	$20.20	$40.40	$101.00	$202.00	$404.00	$606.00	$1,010.00	9523.81
$10.20	$20.40	$40.80	$102.00	$204.00	$408.00	$612.00	$1,020.00	1052.63
$10.30	$20.60	$41.20	$103.00	$206.00	$412.00	$618.00	$1,030.00	6557.38
$10.40	$20.80	$41.60	$104.00	$208.00	$416.00	$624.00	$1,040.00	10000
$10.50	$21.00	$42.00	$105.00	$210.00	$420.00	$630.00	$1,050.00	10000
$10.60	$21.20	$42.40	$106.00	$212.00	$424.00	$636.00	$1,060.00	9523.81
$10.70	$21.40	$42.80	$107.00	$214.00	$428.00	$642.00	$1,070.00	6250
$10.80	$21.60	$43.20	$108.00	$216.00	$432.00	$648.00	$1,080.00	8000
$10.90	$21.80	$43.60	$109.00	$218.00	$436.00	$654.00	$1,090.00	13333.33
$11.00	$22.00	$44.00	$110.00	$220.00	$440.00	$660.00	$1,100.00	6896.55
$11.10	$22.20	$44.40	$111.00	$222.00	$444.00	$666.00	$1,110.00	8333.33
$11.20	$22.40	$44.80	$112.00	$224.00	$448.00	$672.00	$1,120.00	7692.31
$11.30	$22.60	$45.20	$113.00	$226.00	$452.00	$678.00	$1,130.00	8000
$11.40	$22.80	$45.60	$114.00	$228.00	$456.00	$684.00	$1,140.00	9523.81
$11.50	$23.00	$46.00	$115.00	$230.00	$460.00	$690.00	$1,150.00	4819.28
$11.60	$23.20	$46.40	$116.00	$232.00	$464.00	$696.00	$1,160.00	8163.27
$11.70	$23.40	$46.80	$117.00	$234.00	$468.00	$702.00	$1,170.00	8510.64
$11.80	$23.60	$47.20	$118.00	$236.00	$472.00	$708.00	$1,180.00	8695.65
$11.90	$23.80	$47.60	$119.00	$238.00	$476.00	$714.00	$1,190.00	6451.61
$12.00	$24.00	$48.00	$120.00	$240.00	$480.00	$720.00	$1,200.00	10526.32
$12.10	$24.20	$48.40	$121.00	$242.00	$484.00	$726.00	$1,210.00	9302.33
$12.20	$24.40	$48.80	$122.00	$244.00	$488.00	$732.00	$1,220.00	7017.54
$12.30	$24.60	$49.20	$123.00	$246.00	$492.00	$738.00	$1,230.00	16666.67
$12.40	$24.80	$49.60	$124.00	$248.00	$496.00	$744.00	$1,240.00	14814.81
$12.50	$25.00	$50.00	$125.00	$250.00	$500.00	$750.00	$1,250.00	1061.01
$12.60	$25.20	$50.40	$126.00	$252.00	$504.00	$756.00	$1,260.00	7017.54
$12.70	$25.40	$50.80	$127.00	$254.00	$508.00	$762.00	$1,270.00	6153.85
$12.80	$25.60	$51.20	$128.00	$256.00	$512.00	$768.00	$1,280.00	7843.14
$12.90	$25.80	$51.60	$129.00	$258.00	$516.00	$774.00	$1,290.00	6060.61
$13.00	$26.00	$52.00	$130.00	$260.00	$520.00	$780.00	$1,300.00	5633.8
$13.10	$26.20	$52.40	$131.00	$262.00	$524.00	$786.00	$1,310.00	10526.32
$13.20	$26.40	$52.80	$132.00	$264.00	$528.00	$792.00	$1,320.00	11111.11
$13.30	$26.60	$53.20	$133.00	$266.00	$532.00	$798.00	$1,330.00	7843.14
$13.40	$26.80	$53.60	$134.00	$268.00	$536.00	$804.00	$1,340.00	16666.67
$13.50	$27.00	$54.00	$135.00	$270.00	$540.00	$810.00	$1,350.00	8163.27
$13.60	$27.20	$54.40	$136.00	$272.00	$544.00	$816.00	$1,360.00	4819.28
$13.70	$27.40	$54.80	$137.00	$274.00	$548.00	$822.00	$1,370.00	8510.64
$13.80	$27.60	$55.20	$138.00	$276.00	$552.00	$828.00	$1,380.00	8695.65
$13.90	$27.80	$55.60	$139.00	$278.00	$556.00	$834.00	$1,390.00	14285.71
$14.00	$28.00	$56.00	$140.00	$280.00	$560.00	$840.00	$1,400.00	6779.66
$14.10	$28.20	$56.40	$141.00	$282.00	$564.00	$846.00	$1,410.00	4878.05
$14.20	$28.40	$56.80	$142.00	$284.00	$568.00	$852.00	$1,420.00	20000
$14.30	$28.60	$57.20	$143.00	$286.00	$572.00	$858.00	$1,430.00	18181.82
$14.40	$28.80	$57.60	$144.00	$288.00	$576.00	$864.00	$1,440.00	9523.81
$14.50	$29.00	$58.00	$145.00	$290.00	$580.00	$870.00	$1,450.00	8000
$14.60	$29.20	$58.40	$146.00	$292.00	$584.00	$876.00	$1,460.00	5000
$14.70	$29.40	$58.80	$147.00	$294.00	$588.00	$882.00	$1,470.00	4878.05
$14.80	$29.60	$59.20	$148.00	$296.00	$592.00	$888.00	$1,480.00	4444.44
$14.90	$29.80	$59.60	$149.00	$298.00	$596.00	$894.00	$1,490.00	5000
$15.00	$30.00	$60.00	$150.00	$300.00	$600.00	$900.00	$1,500.00	1052.63
$15.10	$30.20	$60.40	$151.00	$302.00	$604.00	$906.00	$1,510.00	3636.36
$15.20	$30.40	$60.80	$152.00	$304.00	$608.00	$912.00	$1,520.00	3921.57
$15.30	$30.60	$61.20	$153.00	$306.00	$612.00	$918.00	$1,530.00	4000
$15.40	$30.80	$61.60	$154.00	$308.00	$616.00	$924.00	$1,540.00	5714.29
$15.50	$31.00	$62.00	$155.00	$310.00	$620.00	$930.00	$1,550.00	6451.61
$15.60	$31.20	$62.40	$156.00	$312.00	$624.00	$936.00	$1,560.00	7142.86
$15.70	$31.40	$62.80	$157.00	$314.00	$628.00	$942.00	$1,570.00	8695.65
$15.80	$31.60	$63.20	$158.00	$316.00	$632.00	$948.00	$1,580.00	7142.86
$15.90	$31.80	$63.60	$159.00	$318.00	$636.00	$954.00	$1,590.00	10000
$16.00	$32.00	$64.00	$160.00	$320.00	$640.00	$960.00	$1,600.00	12500
$16.10	$32.20	$64.40	$161.00	$322.00	$644.00	$966.00	$1,610.00	8000
$16.20	$32.40	$64.80	$162.00	$324.00	$648.00	$972.00	$1,620.00	7692.31
$16.30	$32.60	$65.20	$163.00	$326.00	$652.00	$978.00	$1,630.00	30303.03
$16.40	$32.80	$65.60	$164.00	$328.00	$656.00	$984.00	$1,640.00	35714.29
$16.50	$33.00	$66.00	$165.00	$330.00	$660.00	$990.00	$1,650.00	13698.63
$16.60	$33.20	$66.40	$166.00	$332.00	$664.00	$996.00	$1,660.00	12820.51
$16.70	$33.40	$66.80	$167.00	$334.00	$668.00	$1,002.00	$1,670.00	20833.33
$16.80	$33.60	$67.20	$168.00	$336.00	$672.00	$1,008.00	$1,680.00	40000
$16.90	$33.80	$67.60	$169.00	$338.00	$676.00	$1,014.00	$1,690.00	35714.29
$17.00	$34.00	$68.00	$170.00	$340.00	$680.00	$1,020.00	$1,700.00	35714.29
$17.10	$34.20	$68.40	$171.00	$342.00	$684.00	$1,026.00	$1,710.00	17241.38
$17.20	$34.40	$68.80	$172.00	$344.00	$688.00	$1,032.00	$1,720.00	18867.92
$17.30	$34.60	$69.20	$173.00	$346.00	$692.00	$1,038.00	$1,730.00	43478.26
$17.40	$34.80	$69.60	$174.00	$348.00	$696.00	$1,044.00	$1,740.00	43478.26
$17.50	$35.00	$70.00	$175.00	$350.00	$700.00	$1,050.00	$1,750.00	3300.33
$17.60	$35.20	$70.40	$176.00	$352.00	$704.00	$1,056.00	$1,760.00	9708.74
$17.70	$35.40	$70.80	$177.00	$354.00	$708.00	$1,062.00	$1,770.00	14285.71
$17.80	$35.60	$71.20	$178.00	$356.00	$712.00	$1,068.00	$1,780.00	12048.19
$17.90	$35.80	$71.60	$179.00	$358.00	$716.00	$1,074.00	$1,790.00	13698.63
$18.00	$36.00	$72.00	$180.00	$360.00	$720.00	$1,080.00	$1,800.00	5780.35
$18.10	$36.20	$72.40	$181.00	$362.00	$724.00	$1,086.00	$1,810.00	9523.81
$18.20	$36.40	$72.80	$182.00	$364.00	$728.00	$1,092.00	$1,820.00	9523.81
$18.30	$36.60	$73.20	$183.00	$366.00	$732.00	$1,098.00	$1,830.00	9708.74
$18.40	$36.80	$73.60	$184.00	$368.00	$736.00	$1,104.00	$1,840.00	19047.62
$18.50	$37.00	$74.00	$185.00	$370.00	$740.00	$1,110.00	$1,850.00	14285.71
$18.60	$37.20	$74.40	$186.00	$372.00	$744.00	$1,116.00	$1,860.00	9302.33
$18.70	$37.40	$74.80	$187.00	$374.00	$748.00	$1,122.00	$1,870.00	9756.1
$18.80	$37.60	$75.20	$188.00	$376.00	$752.00	$1,128.00	$1,880.00	7843.14
$18.90	$37.80	$75.60	$189.00	$378.00	$756.00	$1,134.00	$1,890.00	20000
$19.00	$38.00	$76.00	$190.00	$380.00	$760.00	$1,140.00	$1,900.00	9523.81
$19.10	$38.20	$76.40	$191.00	$382.00	$764.00	$1,146.00	$1,910.00	19047.62
$19.20	$38.40	$76.80	$192.00	$384.00	$768.00	$1,152.00	$1,920.00	18181.82
$19.30	$38.60	$77.20	$193.00	$386.00	$772.00	$1,158.00	$1,930.00	15384.62
$19.40	$38.80	$77.60	$194.00	$388.00	$776.00	$1,164.00	$1,940.00	25000
$19.50	$39.00	$78.00	$195.00	$390.00	$780.00	$1,170.00	$1,950.00	22222.22
$19.60	$39.20	$78.40	$196.00	$392.00	$784.00	$1,176.00	$1,960.00	21052.63
$19.70	$39.40	$78.80	$197.00	$394.00	$788.00	$1,182.00	$1,970.00	25000
$19.80	$39.60	$79.20	$198.00	$396.00	$792.00	$1,188.00	$1,980.00	23529.41
$19.90	$39.80	$79.60	$199.00	$398.00	$796.00	$1,194.00	$1,990.00	20000
$20.00	$40.00	$80.00	$200.00	$400.00	$800.00	$1,200.00	$2,000.00	8000
$20.10	$40.20	$80.40	$201.00	$402.00	$804.00	$1,206.00	$2,010.00	25000
$20.20	$40.40	$80.80	$202.00	$404.00	$808.00	$1,212.00	$2,020.00	25000
$20.30	$40.60	$81.20	$203.00	$406.00	$812.00	$1,218.00	$2,030.00	66666.67
$20.40	$40.80	$81.60	$204.00	$408.00	$816.00	$1,224.00	$2,040.00	66666.67
$20.50	$41.00	$82.00	$205.00	$410.00	$820.00	$1,230.00	$2,050.00	25000
$20.60	$41.20	$82.40	$206.00	$412.00	$824.00	$1,236.00	$2,060.00	50000
$20.70	$41.40	$82.80	$207.00	$414.00	$828.00	$1,242.00	$2,070.00	66666.67
$20.80	$41.60	$83.20	$208.00	$416.00	$832.00	$1,248.00	$2,080.00	66666.67
$20.90	$41.80	$83.60	$209.00	$418.00	$836.00	$1,254.00	$2,090.00	25000
$21.00	$42.00	$84.00	$210.00	$420.00	$840.00	$1,260.00	$2,100.00	57142.86
$21.10	$42.20	$84.40	$211.00	$422.00	$844.00	$1,266.00	$2,110.00	44444.44
$21.20	$42.40	$84.80	$212.00	$424.00	$848.00	$1,272.00	$2,120.00	66666.67
$21.30	$42.60	$85.20	$213.00	$426.00	$852.00	$1,278.00	$2,130.00	25000
$21.40	$42.80	$85.60	$214.00	$428.00	$856.00	$1,284.00	$2,140.00	66666.67
$21.50	$43.00	$86.00	$215.00	$430.00	$860.00	$1,290.00	$2,150.00	25000
$21.60	$43.20	$86.40	$216.00	$432.00	$864.00	$1,296.00	$2,160.00	66666.67
$21.70	$43.40	$86.80	$217.00	$434.00	$868.00	$1,302.00	$2,170.00	66666.67
$21.80	$43.60	$87.20	$218.00	$436.00	$872.00	$1,308.00	$2,180.00	44444.44
$21.90	$43.80	$87.60	$219.00	$438.00	$876.00	$1,314.00	$2,190.00	66666.67
$22.00	$44.00	$88.00	$220.00	$440.00	$880.00	$1,320.00	$2,200.00	36363.64
$22.20	$44.40	$88.80	$222.00	$444.00	$888.00	$1,332.00	$2,220.00	50000
$22.30	$44.60	$89.20	$223.00	$446.00	$892.00	$1,338.00	$2,230.00	100000
$22.40	$44.80	$89.60	$224.00	$448.00	$896.00	$1,344.00	$2,240.00	66666.67
$22.50	$45.00	$90.00	$225.00	$450.00	$900.00	$1,350.00	$2,250.00	13333.33
$22.60	$45.20	$90.40	$226.00	$452.00	$904.00	$1,356.00	$2,260.00	100000
$22.70	$45.40	$90.80	$227.00	$454.00	$908.00	$1,362.00	$2,270.00	200000
$22.90	$45.80	$91.60	$229.00	$458.00	$916.00	$1,374.00	$2,290.00	200000
$23.10	$46.20	$92.40	$231.00	$462.00	$924.00	$1,386.00	$2,310.00	200000
$23.20	$46.40	$92.80	$232.00	$464.00	$928.00	$1,392.00	$2,320.00	200000
$25.00	$50.00	$100.00	$250.00	$500.00	$1,000.00	$1,500.00	$2,500.00	40000
$27.50	$55.00	$110.00	$275.00	$550.00	$1,100.00	$1,650.00	$2,750.00	100000
$30.00	$60.00	$120.00	$300.00	$600.00	$1,200.00	$1,800.00	$3,000.00	40000
$32.50	$65.00	$130.00	$325.00	$650.00	$1,300.00	$1,950.00	$3,250.00	200000
$35.00	$70.00	$140.00	$350.00	$700.00	$1,400.00	$2,100.00	$3,500.00	100000
$40.00	$80.00	$160.00	$400.00	$800.00	$1,600.00	$2,400.00	$4,000.00	200000
$40.50	$81.00	$162.00	$405.00	$810.00	$1,620.00	$2,430.00	$4,050.00	2000000
$45.00	$90.00	$180.00	$450.00	$900.00	$1,800.00	$2,700.00	$4,500.00	200000
$50.00	$100.00	$200.00	$500.00	$1,000.00	$2,000.00	$3,000.00	$5,000.00	500000
$70.00	$140.00	$280.00	$700.00	$1,400.00	$2,800.00	$4,200.00	$7,000.00	2000000
$75.00	$150.00	$300.00	$750.00	$1,500.00	$3,000.00	$4,500.00	$7,500.00	1000000
$90.00	$180.00	$360.00	$900.00	$1,800.00	$3,600.00	$5,400.00	$9,000.00	2000000
$100.00	$200.00	$400.00	$1,000.00	$2,000.00	$4,000.00	$6,000.00	$10,000.00	666666.67
$115.00	$230.00	$460.00	$1,150.00	$2,300.00	$4,600.00	$6,900.00	$11,500.00	2000000